EC,EnzymeName
3.4.14.4,dipeptidyl-peptidase III
3.4.14.5,dipeptidyl-peptidase 4
3.4.15.5,peptidyl-dipeptidase Dcp
3.4.15.6,cyanophycinase
3.4.16.4,D-alanyl-D-alanine carboxypeptidase
3.4.16.6,carboxypeptidase D
3.4.17.11,glutamate carboxypeptidase
3.4.17.13,muramoyltetrapeptide carboxypeptidase
3.4.17.14,zinc D-Ala-D-Ala carboxypeptidase
3.4.17.18,carboxypeptidase T
3.4.17.19,carboxypeptidase Taq
3.4.17.4,Gly-Xaa carboxypeptidase
3.4.19.1,acylaminoacyl-peptidase
3.4.19.11,g-D-glutamyl-meso-diaminopimelate peptidase
3.4.19.13,gamma-glutamyltranspeptidase / glutathione hydrolase
3.4.19.3,pyroglutamyl-peptidase
3.4.19.5,L-asparaginase / beta-aspartyl-peptidase
3.4.21.102,carboxyl-terminal processing protease
3.4.21.105,rhomboid protease GlpG
3.4.21.107,serine protease Do
3.4.21.108,HtrA serine peptidase 2
3.4.21.110,C5a peptidase
3.4.21.116,stage IV sporulation protein B
3.4.21.19,glutamyl endopeptidase
3.4.21.26,prolyl oligopeptidase
3.4.21.48,cerevisin
3.4.21.5,coagulation factor II (thrombin)
3.4.21.50,lysyl endopeptidase
3.4.21.53,ATP-dependent Lon protease
3.4.21.62,subtilisin
3.4.21.66,thermitase
3.4.21.72,IgA-specific serine endopeptidase
3.4.21.83,oligopeptidase B
3.4.21.88,repressor LexA
3.4.21.89,signal peptidase I
3.4.21.92,"ATP-dependent Clp protease, protease subunit"
3.4.21.96,lactocepin
3.4.22.10,streptopain
3.4.22.34,legumain
3.4.22.37,gingipain R
3.4.22.40,bleomycin hydrolase
3.4.22.49,separase
3.4.22.70,sortase A
3.4.22.71,sortase B
3.4.22.8,clostripain
3.4.23.36,signal peptidase II
3.4.23.43,leader peptidase (prepilin peptidase) / N-methyltransferase
3.4.23.49,omptin
3.4.23.51,hydrogenase 3 maturation protease
3.4.24.11,neprilysin
3.4.24.13,IgA-specific metalloendopeptidase
3.4.24.15,thimet oligopeptidase
3.4.24.3,microbial collagenase
3.4.24.55,protease III
3.4.24.57,O-sialoglycoprotein endopeptidase
3.4.24.64,mitochondrial-processing peptidase subunit alpha
3.4.24.70,oligopeptidase A
3.4.24.71,endothelin-converting enzyme
3.4.24.74,fragilysin
3.4.24.75,lysostaphin
3.4.24.76,flavastacin
3.4.24.78,spore protease
3.4.24.83,anthrax lethal toxin endopeptidase
3.4.24.84,STE24 endopeptidase
3.4.25.1,20S proteasome subunit alpha 6
3.4.25.2,"ATP-dependent HslUV protease, peptidase subunit HslV"
3.5.1.1,L-asparaginase
3.5.1.10,formyltetrahydrofolate deformylase
3.5.1.100,(R)-amidase
3.5.1.102,2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase
3.5.1.103,N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase
3.5.1.104,peptidoglycan-N-acetylglucosamine deacetylase
3.5.1.105,chitin disaccharide deacetylase
3.5.1.107,maleamate amidohydrolase
3.5.1.108,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
3.5.1.11,penicillin G amidase
3.5.1.110,ureidoacrylate peracid hydrolase
3.5.1.111,2-oxoglutaramate amidase
3.5.1.115,mycothiol S-conjugate amidase
3.5.1.116,ureidoglycolate amidohydrolase
3.5.1.124,protein deglycase
3.5.1.126,oxamate amidohydrolase
3.5.1.14,aminoacylase
3.5.1.16,acetylornithine deacetylase
3.5.1.18,succinyl-diaminopimelate desuccinylase
3.5.1.19,nicotinamidase
3.5.1.2,glutaminase
3.5.1.23,alkaline ceramidase
3.5.1.24,choloylglycine hydrolase
3.5.1.25,N-acetylglucosamine-6-phosphate deacetylase
3.5.1.26,N4-(beta-N-acetylglucosaminyl)-L-asparaginase
3.5.1.28,N-acetylmuramoyl-L-alanine amidase
3.5.1.3,omega-amidase
3.5.1.30,5-aminopentanamidase
3.5.1.32,hippurate hydrolase
3.5.1.38,glutamin-(asparagin-)ase
3.5.1.4,amidase
3.5.1.42,nicotinamide-nucleotide amidase
3.5.1.44,chemotaxis protein CheD
3.5.1.46,6-aminohexanoate-oligomer exohydrolase
3.5.1.47,N-acetyldiaminopimelate deacetylase
3.5.1.49,formamidase
3.5.1.5,urease
3.5.1.52,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase
3.5.1.53,N-carbamoylputrescine amidase
3.5.1.54,allophanate hydrolase
3.5.1.59,N-carbamoylsarcosine amidase
3.5.1.68,N-formylglutamate deformylase
3.5.1.77,N-carbamoyl-D-amino-acid hydrolase
3.5.1.78,glutathionylspermidine amidase/synthetase
3.5.1.81,N-acyl-D-amino-acid deacylase
3.5.1.82,N-acyl-D-glutamate deacylase
3.5.1.86,mandelamide amidase
3.5.1.87,beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase
3.5.1.88,peptide deformylase
3.5.1.9,arylformamidase
3.5.1.91,N-substituted formamide deformylase
3.5.1.94,gamma-glutamyl-gamma-aminobutyrate hydrolase
3.5.1.96,succinylglutamate desuccinylase
3.5.1.n3,3.5.1.n3
3.5.2.10,creatinine amidohydrolase
3.5.2.12,6-aminohexanoate-cyclic-dimer hydrolase
3.5.2.14,N-methylhydantoinase A
3.5.2.15,cyanuric acid amidohydrolase
3.5.2.17,5-hydroxyisourate hydrolase
3.5.2.18,enamidase
3.5.2.19,streptothricin hydrolase
3.5.2.2,dihydropyrimidinase
3.5.2.3,dihydroorotase
3.5.2.5,allantoinase
3.5.2.6,beta-lactamase class C
3.5.2.7,imidazolonepropionase
3.5.2.9,5-oxoprolinase (ATP-hydrolysing)
3.5.3.1,arginase
3.5.3.10,guanidinobutyrase / D-arginase
3.5.3.11,agmatinase
3.5.3.12,agmatine deiminase
3.5.3.18,dimethylargininase
3.5.3.19,ureidoglycolate amidohydrolase
3.5.3.22,proclavaminate amidinohydrolase
3.5.3.23,succinylarginine dihydrolase
3.5.3.26,(S)-ureidoglycine aminohydrolase
3.5.3.3,creatinase
3.5.3.6,arginine deiminase
3.5.3.7,guanidinobutyrase
3.5.3.8,formiminoglutamase
3.5.3.9,allantoate deiminase
3.5.4.1,cytosine/creatinine deaminase
3.5.4.10,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase
3.5.4.11,pterin deaminase
3.5.4.12,dCMP deaminase
3.5.4.13,dCTP deaminase
3.5.4.16,GTP cyclohydrolase IA
3.5.4.19,phosphoribosyl-AMP cyclohydrolase
3.5.4.2,adenine deaminase
3.5.4.23,blasticidin-S deaminase
3.5.4.25,GTP cyclohydrolase II
3.5.4.26,diaminohydroxyphosphoribosylaminopyrimidine deaminase
3.5.4.27,methenyltetrahydromethanopterin cyclohydrolase
3.5.4.28,5-methylthioadenosine/S-adenosylhomocysteine deaminase
3.5.4.29,GTP cyclohydrolase IIa
3.5.4.3,guanine deaminase
3.5.4.30,dCTP deaminase (dUMP-forming)
3.5.4.31,5-methylthioadenosine/S-adenosylhomocysteine deaminase
3.5.4.32,8-oxoguanine deaminase
3.5.4.33,tRNA(adenine34) deaminase
3.5.4.39,GTP cyclohydrolase IV
3.5.4.4,adenosine deaminase
3.5.4.41,5'-deoxyadenosine deaminase
3.5.4.42,N-isopropylammelide isopropylaminohydrolase
3.5.4.43,hydroxydechloroatrazine ethylaminohydrolase
3.5.4.5,cytidine deaminase
3.5.4.9,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase
3.5.5.1,nitrilase
3.5.5.7,aliphatic nitrilase
3.5.99.10,2-iminobutanoate/2-iminopropanoate deaminase
3.5.99.2,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase
3.5.99.3,hydroxydechloroatrazine ethylaminohydrolase
3.5.99.4,N-isopropylammelide isopropylaminohydrolase
3.5.99.5,2-aminomuconate deaminase
3.5.99.6,glucosamine-6-phosphate deaminase
3.5.99.7,1-aminocyclopropane-1-carboxylate deaminase
3.6.1.1,inorganic pyrophosphatase
3.6.1.11,exopolyphosphatase
3.6.1.12,dCTP diphosphatase
3.6.1.13,ADP-ribose diphosphatase
3.6.1.15,Enterovirus protein 2C
3.6.1.17,bis(5'-nucleosidyl)-tetraphosphatase
3.6.1.19,nucleotide diphosphatase
3.6.1.21,ADP-sugar diphosphatase
3.6.1.22,NAD+ diphosphatase
3.6.1.23,dUTP diphosphatase
3.6.1.25,triphosphatase
3.6.1.26,CDP-diacylglycerol pyrophosphatase
3.6.1.27,phosphatidylglycerophosphatase B
3.6.1.29,bis(5'-adenosyl)-triphosphatase
3.6.1.3,adenosinetriphosphatase
3.6.1.31,phosphoribosyl-ATP pyrophosphohydrolase
3.6.1.34,H+-transporting two-sector ATPase
3.6.1.40,"exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"
3.6.1.41,bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
3.6.1.45,UDP-sugar diphosphatase
3.6.1.54,"UDP-2,3-diacylglucosamine hydrolase"
3.6.1.55,8-oxo-dGTP diphosphatase
3.6.1.57,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
3.6.1.61,diadenosine hexaphosphate hydrolase (ATP-forming)
3.6.1.63,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
3.6.1.65,(d)CTP diphosphatase
3.6.1.66,XTP/dITP diphosphohydrolase
3.6.1.67,dihydroneopterin triphosphate diphosphatase
3.6.1.7,acylphosphatase
3.6.1.8,ATP diphosphatase
3.6.1.9,ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3
3.6.3.1,P-type phospholipid transporter
3.6.3.10,H+/K+-exchanging ATPase
3.6.3.12,K+-transporting ATPase
3.6.3.14,H+-transporting two-sector ATPase
3.6.3.15,Na+-transporting two-sector ATPase
3.6.3.16,arsenite-transporting ATPase
3.6.3.17,Transferred to
3.6.3.18,ABC-type oligosaccharide transporter
3.6.3.19,ABC-type maltose transporter
3.6.3.2,P-type Mg2+ transporter
3.6.3.20,glycerol-3-phosphate-transporting ATPase
3.6.3.21,ABC-type polar-amino-acid transporter
3.6.3.23,oligopeptide-transporting ATPase
3.6.3.24,nickel-transporting ATPase
3.6.3.25,sulfate-transporting ATPase
3.6.3.27,ABC-type phosphate transporter
3.6.3.28,ABC-type phosphonate transporter
3.6.3.29,molybdate-transporting ATPase
3.6.3.3,Cd2+-exporting ATPase
3.6.3.30,Fe3+-transporting ATPase
3.6.3.31,polyamine-transporting ATPase
3.6.3.32,quaternary-amine-transporting ATPase
3.6.3.33,vitamin B12-transporting ATPase
3.6.3.34,Transferred to 7.2.2.16 and 7.2.2.17 and 7.2.2.18
3.6.3.36,taurine-transporting ATPase
3.6.3.4,Cu2+-exporting ATPase
3.6.3.40,teichoic-acid-transporting ATPase
3.6.3.41,heme-transporting ATPase
3.6.3.42,beta-glucan-transporting ATPase
3.6.3.43,peptide-transporting ATPase
3.6.3.44,ABC-type xenobiotic transporter
3.6.3.5,Zn2+-exporting ATPase
3.6.3.53,Ag+-exporting ATPase
3.6.3.54,Cu+-exporting ATPase
3.6.3.6,P-type H+-exporting transporter
3.6.3.8,Ca2+-transporting ATPase
3.6.4.12,"DNA 5'-3' helicase and EC 5.6.2.4, DNA 3'-5' helicase"
3.6.4.13,NA
3.6.4.6,vesicle-fusing ATPase
3.6.5.3,protein-synthesizing GTPase
3.6.5.n1,3.6.5.n1
3.7.1.12,cobalt-precorrin 5A hydrolase
3.7.1.13,"2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase"
3.7.1.14,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase"
3.7.1.19,"2,6-dihydroxypseudooxynicotine hydrolase"
3.7.1.2,fumarylacetoacetase
3.7.1.22,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
3.7.1.3,kynureninase
3.7.1.4,phloretin hydrolase
3.7.1.5,acylpyruvate hydrolase
3.7.1.8,"2,6-dioxo-6-phenylhexa-3-enoate hydrolase"
3.7.1.9,2-hydroxymuconate-semialdehyde hydrolase
3.8.1.2,2-haloacid dehalogenase
3.8.1.3,haloacetate dehalogenase
3.8.1.5,haloalkane dehalogenase
3.8.1.7,4-chlorobenzoyl-CoA dehalogenase
3.8.1.8,atrazine chlorohydrolase
4.1.1.1,pyruvate decarboxylase
4.1.1.101,malolactic enzyme
4.1.1.104,3-dehydro-4-phosphotetronate decarboxylase
4.1.1.11,aspartate 1-decarboxylase
4.1.1.112,oxaloacetate decarboxylase
4.1.1.12,aspartate 4-decarboxylase
4.1.1.15,glutamate decarboxylase
4.1.1.17,ornithine decarboxylase
4.1.1.18,lysine decarboxylase
4.1.1.19,arginine decarboxylase
4.1.1.2,oxalate decarboxylase
4.1.1.20,diaminopimelate decarboxylase
4.1.1.21,phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase
4.1.1.23,orotidine-5'-phosphate decarboxylase
4.1.1.25,tyrosine decarboxylase
4.1.1.3,Transferred to 7.2.4.2 and 4.1.1.112
4.1.1.31,phosphoenolpyruvate carboxylase
4.1.1.32,phosphoenolpyruvate carboxykinase (GTP)
4.1.1.33,diphosphomevalonate decarboxylase
4.1.1.35,UDP-glucuronate decarboxylase
4.1.1.36,phosphopantothenoylcysteine decarboxylase
4.1.1.37,uroporphyrinogen decarboxylase
4.1.1.38,phosphoenolpyruvate carboxykinase (diphosphate)
4.1.1.39,ribulose-bisphosphate carboxylase large chain
4.1.1.4,acetoacetate decarboxylase
4.1.1.41,(S)-methylmalonyl-CoA decarboxylase
4.1.1.44,4-carboxymuconolactone decarboxylase
4.1.1.47,tartronate-semialdehyde synthase
4.1.1.48,indole-3-glycerol phosphate synthase
4.1.1.49,phosphoenolpyruvate carboxykinase (ATP)
4.1.1.5,acetolactate decarboxylase
4.1.1.50,S-adenosylmethionine decarboxylase
4.1.1.53,phenylalanine decarboxylase
4.1.1.59,gallate decarboxylase subunit C
4.1.1.61,vanillate/4-hydroxybenzoate decarboxylase subunit C
4.1.1.63,protocatechuate decarboxylase
4.1.1.64,"2,2-dialkylglycine decarboxylase (pyruvate)"
4.1.1.65,phosphatidylserine decarboxylase
4.1.1.68,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase"
4.1.1.7,benzoylformate decarboxylase
4.1.1.70,glutaconyl-CoA decarboxylase
4.1.1.71,multifunctional 2-oxoglutarate metabolism enzyme
4.1.1.73,tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase
4.1.1.74,indolepyruvate decarboxylase
4.1.1.76,arylmalonate decarboxylase
4.1.1.77,2-oxo-3-hexenedioate decarboxylase
4.1.1.79,sulfopyruvate decarboxylase subunit alpha
4.1.1.8,oxalyl-CoA decarboxylase
4.1.1.81,threonine-phosphate decarboxylase
4.1.1.82,phosphonopyruvate decarboxylase
4.1.1.83,4-hydroxyphenylacetate decarboxylase large subunit
4.1.1.85,3-dehydro-L-gulonate-6-phosphate decarboxylase
4.1.1.86,"L-2,4-diaminobutyrate decarboxylase"
4.1.1.95,L-glutamyl-[BtrI acyl-carrier protein] decarboxylase
4.1.1.96,carboxynorspermidine decarboxylase
4.1.1.97,5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
4.1.1.98,4-hydroxy-3-polyprenylbenzoate decarboxylase
4.1.2.13,"fructose 1,6-bisphosphate aldolase/phosphatase"
4.1.2.14,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase
4.1.2.17,L-fuculose-phosphate aldolase
4.1.2.19,rhamnulose-1-phosphate aldolase
4.1.2.2,ketotetrose-phosphate aldolase
4.1.2.20,2-dehydro-3-deoxyglucarate aldolase
4.1.2.21,2-dehydro-3-deoxyphosphogalactonate aldolase
4.1.2.22,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
4.1.2.25,"7,8-dihydroneopterin aldolase/epimerase/oxygenase"
4.1.2.28,2-dehydro-3-deoxy-D-pentonate aldolase
4.1.2.29,6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
4.1.2.4,deoxyribose-phosphate aldolase
4.1.2.40,"tagatose 1,6-diphosphate aldolase"
4.1.2.42,D-threonine aldolase
4.1.2.43,3-hexulose-6-phosphate synthase
4.1.2.48,threonine aldolase
4.1.2.49,L-allo-threonine aldolase
4.1.2.5,L-threonine aldolase
4.1.2.50,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase
4.1.2.51,2-dehydro-3-deoxy-D-gluconate aldolase
4.1.2.52,4-hydroxy-2-oxoheptanedioate aldolase
4.1.2.53,2-dehydro-3-deoxy-L-rhamnonate aldolase
4.1.2.57,sulfofructosephosphate aldolase
4.1.2.9,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
4.1.2.n3,4.1.2.n3
4.1.2.n5,4.1.2.n5
4.1.3.1,isocitrate/methylisocitrate lyase
4.1.3.16,4-hydroxy-2-oxoglutarate aldolase
4.1.3.17,4-hydroxy-4-methyl-2-oxoglutarate aldolase
4.1.3.18,acetolactate synthase
4.1.3.27,anthranilate synthase / indole-3-glycerol phosphate synthase
4.1.3.3,N-acetylneuraminate lyase
4.1.3.30,isocitrate/methylisocitrate lyase
4.1.3.32,"2,3-dimethylmalate lyase"
4.1.3.34,citrate lyase subunit beta / citryl-CoA lyase
4.1.3.36,naphthoate synthase
4.1.3.38,4-amino-4-deoxychorismate lyase
4.1.3.39,4-hydroxy 2-oxovalerate aldolase
4.1.3.4,hydroxymethylglutaryl-CoA lyase
4.1.3.40,chorismate lyase
4.1.3.44,tRNA wybutosine-synthesizing protein 1
4.1.3.6,citrate (pro-3S)-lyase
4.1.99.1,tryptophanase
4.1.99.11,benzylsuccinate synthase
4.1.99.12,"3,4-dihydroxy 2-butanone 4-phosphate synthase"
4.1.99.14,spore photoproduct lyase
4.1.99.17,phosphomethylpyrimidine synthase
4.1.99.18,Transferred to 4.1.99.22 and 4.6.1.17
4.1.99.19,2-iminoacetate synthase
4.1.99.2,tyrosine phenol-lyase
4.1.99.22,"GTP 3',8-cyclase"
4.1.99.23,5-hydroxybenzimidazole synthase
4.1.99.3,deoxyribodipyrimidine photo-lyase
4.2.1.1,carbonic anhydrase
4.2.1.10,3-dehydroquinate dehydratase I
4.2.1.103,cyclohexyl-isocyanide hydratase
4.2.1.104,cyanate lyase
4.2.1.106,bile-acid 7alpha-dehydratase
4.2.1.107,"(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2"
4.2.1.109,methylthioribulose-1-phosphate dehydratase
4.2.1.11,enolase 1/2/3
4.2.1.112,acetylene hydratase
4.2.1.113,o-succinylbenzoate synthase
4.2.1.114,methanogen homoaconitase large subunit
4.2.1.115,"UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase"
4.2.1.118,3-dehydroshikimate dehydratase
4.2.1.119,"(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2"
4.2.1.12,phosphogluconate dehydratase
4.2.1.120,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase
4.2.1.126,N-acetylmuramic acid 6-phosphate etherase
4.2.1.129,squalene-hopene/tetraprenyl-beta-curcumene cyclase
4.2.1.130,D-lactate dehydratase / protein deglycase
4.2.1.135,"UDP-N-acetylglucosamine 4,6-dehydratase"
4.2.1.136,ADP-dependent NAD(P)H-hydrate dehydratase
4.2.1.147,"5,6,7,8-tetrahydromethanopterin hydro-lyase"
4.2.1.149,crotonobetainyl-CoA hydratase
4.2.1.151,chorismate dehydratase
4.2.1.163,"2-oxo-hept-4-ene-1,7-dioate hydratase"
4.2.1.167,(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
4.2.1.17,enoyl-CoA hydratase
4.2.1.19,imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase
4.2.1.2,fumarate hydratase D
4.2.1.20,tryptophan synthase
4.2.1.22,cystathionine beta-synthase
4.2.1.24,porphobilinogen synthase
4.2.1.28,propanediol dehydratase large subunit
4.2.1.3,aconitate hydratase
4.2.1.30,glycerol dehydratase large subunit
4.2.1.32,L(+)-tartrate dehydratase alpha subunit
4.2.1.33,3-isopropylmalate dehydratase
4.2.1.35,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
4.2.1.36,homoaconitate hydratase
4.2.1.39,gluconate dehydratase
4.2.1.40,glucarate dehydratase
4.2.1.42,galactarate dehydratase
4.2.1.43,2-keto-3-deoxy-L-arabinonate dehydratase
4.2.1.44,inosose dehydratase
4.2.1.45,"CDP-glucose 4,6-dehydratase"
4.2.1.46,"dTDP-glucose 4,6-dehydratase"
4.2.1.47,"GDPmannose 4,6-dehydratase"
4.2.1.49,urocanate hydratase
4.2.1.51,cyclohexadienyl dehydratase
4.2.1.52,"4-hydroxy-2,3,4,5-tetrahydrodipicolinate synthase."
4.2.1.53,oleate hydratase
4.2.1.54,lactoyl-CoA dehydratase subunit alpha
4.2.1.55,3-hydroxybutyryl-CoA dehydratase
4.2.1.59,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase
4.2.1.6,galactonate dehydratase
4.2.1.68,L-fuconate dehydratase
4.2.1.7,altronate hydrolase
4.2.1.70,pseudouridylate synthase
4.2.1.75,uroporphyrinogen-III synthase
4.2.1.79,2-methylcitrate dehydratase
4.2.1.8,mannonate dehydratase
4.2.1.80,2-keto-4-pentenoate hydratase
4.2.1.81,D(-)-tartrate dehydratase
4.2.1.82,D-xylonate dehydratase
4.2.1.83,4-oxalmesaconate hydratase
4.2.1.85,dimethylmaleate hydratase large subunit
4.2.1.9,dihydroxy-acid dehydratase
4.2.1.90,L-rhamnonate dehydratase
4.2.1.91,cyclohexadienyl dehydratase
4.2.1.96,4a-hydroxytetrahydrobiopterin dehydratase
4.2.1.99,aconitate hydratase 2 / 2-methylisocitrate dehydratase
4.2.2.1,hyaluronate lyase
4.2.2.10,pectin lyase
4.2.2.12,xanthan lyase
4.2.2.17,inulin fructotransferase (DFA-I-forming)
4.2.2.2,pectate lyase
4.2.2.20,chondroitin-sulfate-ABC endolyase/exolyase
4.2.2.21,chondroitin-sulfate-ABC endolyase/exolyase
4.2.2.22,pectate trisaccharide-lyase
4.2.2.23,rhamnogalacturonan endolyase
4.2.2.25,gellan lyase
4.2.2.3,poly(beta-D-mannuronate) lyase
4.2.2.5,chondroitin AC lyase
4.2.2.6,oligogalacturonide lyase
4.2.2.7,heparin lyase
4.2.2.8,heparin/heparan-sulfate lyase
4.2.2.9,pectate disaccharide-lyase
4.2.2.n1,4.2.2.n1
4.2.2.n2,4.2.2.n2
4.2.3.1,threonine synthase
4.2.3.12,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase
4.2.3.134,5-phosphonooxy-L-lysine phospho-lyase
4.2.3.153,(5-formylfuran-3-yl)methyl phosphate synthase
4.2.3.2,ethanolamine-phosphate phospho-lyase
4.2.3.3,methylglyoxal synthase
4.2.3.4,3-dehydroquinate synthase
4.2.3.5,chorismate synthase
4.2.99.18,DNA-(apurinic or apyrimidinic site) lyase
4.2.99.20,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
4.3.1.1,aspartate ammonia-lyase
4.3.1.12,ornithine cyclodeaminase
4.3.1.14,3-aminobutyryl-CoA ammonia-lyase
4.3.1.15,diaminopropionate ammonia-lyase
4.3.1.16,threo-3-hydroxy-L-aspartate ammonia-lyase
4.3.1.17,L-serine dehydratase
4.3.1.18,D-serine dehydratase
4.3.1.19,threonine dehydratase
4.3.1.2,methylaspartate ammonia-lyase
4.3.1.23,tyrosine ammonia-lyase
4.3.1.28,L-lysine cyclodeaminase
4.3.1.29,D-glucosaminate-6-phosphate ammonia-lyase
4.3.1.3,histidine ammonia-lyase
4.3.1.32,FO synthase
4.3.1.4,formiminotetrahydrofolate cyclodeaminase
4.3.1.6,beta-alanyl-CoA ammonia-lyase
4.3.1.7,ethanolamine ammonia-lyase large subunit
4.3.2.1,argininosuccinate lyase
4.3.2.10,imidazole glycerol-phosphate synthase
4.3.2.2,adenylosuccinate lyase
4.3.2.3,ureidoglycolate lyase
4.3.2.7,glutathione-specific gamma-glutamylcyclotransferase
4.3.3.6,pyridoxal 5'-phosphate synthase pdxS subunit
4.3.3.7,4-hydroxy-tetrahydrodipicolinate synthase
4.3.99.2,carboxybiotin decarboxylase
4.3.99.3,7-carboxy-7-deazaguanine synthase
4.3.99.4,choline trimethylamine-lyase
4.4.1.1,cystathionine gamma-lyase
4.4.1.11,methionine-gamma-lyase
4.4.1.13,kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase
4.4.1.15,D-cysteine desulfhydrase
4.4.1.16,selenocysteine lyase
4.4.1.17,cytochrome c heme-lyase
4.4.1.19,phosphosulfolactate synthase
4.4.1.2,cystathionine gamma-lyase / homocysteine desulfhydrase
4.4.1.21,S-ribosylhomocysteine lyase
4.4.1.23,2-hydroxypropyl-CoM lyase
4.4.1.24,(2R)-sulfolactate sulfo-lyase subunit alpha
4.4.1.28,L-cysteine desulfidase
4.4.1.37,"pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase"
4.4.1.5,lactoylglutathione lyase
4.4.1.8,Transferred to 4.4.1.13
4.6.1.1,adenylate cyclase
4.6.1.12,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
4.6.1.13,1-phosphatidylinositol phosphodiesterase
4.6.1.16,"tRNA-intron endonuclease, archaea type"
4.6.1.17,cyclic pyranopterin monophosphate synthase
4.7.1.1,alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
4.99.1.1,Transferred to 4.98.1.1
4.99.1.11,sirohydrochlorin cobalto/nickelchelatase
4.99.1.12,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase"
4.99.1.3,sirohydrochlorin cobaltochelatase
4.99.1.4,uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase
5.1.1.1,alanine racemase
5.1.1.11,phenylalanine racemase (ATP-hydrolysing)
5.1.1.13,aspartate racemase
5.1.1.20,L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase
5.1.1.3,glutamate racemase
5.1.1.4,proline racemase
5.1.1.7,diaminopimelate epimerase
5.1.1.8,4-hydroxyproline epimerase
5.1.2.1,lactate racemase
5.1.2.2,mandelate racemase
5.1.2.3,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase
5.1.3.1,ribulose-phosphate 3-epimerase
5.1.3.10,CDP-paratose 2-epimerase
5.1.3.11,cellobiose epimerase
5.1.3.12,UDP-glucuronate 5-epimerase
5.1.3.13,"dTDP-4-dehydrorhamnose 3,5-epimerase"
5.1.3.14,UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)
5.1.3.15,glucose-6-phosphate 1-epimerase
5.1.3.2,UDP-glucose 4-epimerase
5.1.3.20,ADP-L-glycero-D-manno-heptose 6-epimerase
5.1.3.21,maltose epimerase
5.1.3.22,L-ribulose-5-phosphate 3-epimerase
5.1.3.23,UDP-GlcNAc3NAcA epimerase
5.1.3.24,N-acetylneuraminate epimerase
5.1.3.26,GlcNAc-P-P-Und epimerase
